qa_review_id,alert_id,alert_date,rule_id,rule_name,analyst_id,qa_reviewer_id,risk_score,review_minutes,alert_age_days,disposition,qa_result,qa_issue
QA0209,ALT02992,2026-04-10,R001,Structuring / Cash Activity,ANL06,ANL12,24.0,33,19,Escalate to Case,Pass,None
QA0210,ALT02274,2026-08-17,R006,P2P Funnel Activity,ANL08,ANL12,66.0,38,10,Close - False Positive,Pass,None
QA0211,ALT02418,2026-06-13,R004,Unusual Volume Increase,ANL07,ANL12,38.0,58,12,Close - False Positive,Pass,None
QA0212,ALT01885,2026-02-10,R001,Structuring / Cash Activity,ANL08,ANL12,38.0,35,4,Close - False Positive,Pass,None
QA0213,ALT01267,2026-03-14,R004,Unusual Volume Increase,ANL07,ANL12,35.0,46,7,Close - False Positive,Pass,None
QA0214,ALT00246,2026-06-09,R001,Structuring / Cash Activity,ANL11,ANL12,57.0,55,15,Close - Explained Activity,Pass,None
QA0215,ALT01833,2026-05-01,R004,Unusual Volume Increase,ANL01,ANL12,92.0,46,0,Close - False Positive,Pass,None
QA0216,ALT01852,2026-03-03,R001,Structuring / Cash Activity,ANL06,ANL12,53.0,20,16,Close - False Positive,Pass,None
QA0217,ALT02905,2026-07-29,R008,Dormant Account Reactivation,ANL01,ANL12,51.0,32,27,Close - False Positive,Pass,None
QA0218,ALT00494,2026-08-25,R001,Structuring / Cash Activity,ANL02,ANL12,57.0,27,7,Close - False Positive,Pass,None
QA0219,ALT03548,2026-04-17,R005,High-Value Wire,ANL01,ANL12,28.0,45,26,Close - False Positive,Pass,None
QA0220,ALT01846,2026-06-04,R006,P2P Funnel Activity,ANL01,ANL12,82.0,25,2,Escalate to Case,Pass,None
QA0221,ALT01407,2026-03-10,R005,High-Value Wire,ANL01,ANL12,71.0,14,8,Close - False Positive,Pass,None
QA0222,ALT03060,2026-07-22,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,39.0,30,9,Close - False Positive,Pass,None
QA0223,ALT02789,2026-04-13,R008,Dormant Account Reactivation,ANL08,ANL12,57.0,21,9,Close - Explained Activity,Fail,Incomplete Transaction Review
QA0224,ALT03489,2026-03-29,R001,Structuring / Cash Activity,ANL01,ANL12,44.0,49,6,Close - False Positive,Pass,None
QA0225,ALT02104,2026-08-09,R005,High-Value Wire,ANL05,ANL12,81.0,37,5,Escalate to Case,Pass,None
QA0226,ALT01840,2026-05-02,R003,Rapid Movement of Funds,ANL06,ANL12,38.0,50,9,Close - False Positive,Pass,None
QA0227,ALT01169,2026-08-05,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,72.0,36,1,Close - False Positive,Pass,None
QA0228,ALT03493,2026-07-23,R002,High-Risk Jurisdiction Wire,ANL02,ANL12,48.0,32,8,Close - False Positive,Pass,None
QA0229,ALT01229,2026-02-15,R002,High-Risk Jurisdiction Wire,ANL01,ANL12,41.0,42,4,Close - False Positive,Pass,None
QA0230,ALT02046,2026-08-22,R001,Structuring / Cash Activity,ANL05,ANL12,36.0,64,2,Close - False Positive,Fail,KYC Context Missing
QA0231,ALT00466,2026-09-15,R003,Rapid Movement of Funds,ANL05,ANL12,88.0,22,21,Escalate to Case,Pass,None
QA0232,ALT03208,2026-02-23,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,48.0,25,19,Close - False Positive,Pass,None
QA0233,ALT02883,2026-08-06,R001,Structuring / Cash Activity,ANL12,ANL12,58.0,35,10,Close - Explained Activity,Pass,None
QA0234,ALT01446,2026-06-22,R008,Dormant Account Reactivation,ANL03,ANL12,51.0,23,6,Close - False Positive,Pass,None
QA0235,ALT00378,2026-09-05,R003,Rapid Movement of Funds,ANL08,ANL12,69.0,36,6,Close - False Positive,Pass,None
QA0236,ALT02571,2026-04-01,R001,Structuring / Cash Activity,ANL11,ANL12,57.0,36,2,Close - False Positive,Pass,None
QA0237,ALT02862,2026-01-23,R008,Dormant Account Reactivation,ANL09,ANL12,58.0,26,8,Escalate to Case,Pass,None
QA0238,ALT02276,2026-03-17,R001,Structuring / Cash Activity,ANL06,ANL12,72.0,64,8,Close - Explained Activity,Pass,None
QA0239,ALT02256,2026-06-12,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,74.0,37,16,Close - False Positive,Pass,None
QA0240,ALT03024,2026-08-01,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,72.0,27,2,Close - False Positive,Pass,None
QA0241,ALT02206,2026-09-12,R004,Unusual Volume Increase,ANL04,ANL12,41.0,48,5,Close - False Positive,Pass,None
QA0242,ALT01712,2026-05-21,R006,P2P Funnel Activity,ANL04,ANL12,58.0,42,9,Escalate to Case,Pass,None
QA0243,ALT03530,2026-06-02,R005,High-Value Wire,ANL02,ANL12,64.0,72,12,Close - Explained Activity,Pass,None
QA0244,ALT01375,2026-01-16,R002,High-Risk Jurisdiction Wire,ANL02,ANL12,60.0,39,4,Close - False Positive,Pass,None
QA0245,ALT01112,2026-01-06,R003,Rapid Movement of Funds,ANL05,ANL12,74.0,45,26,Close - False Positive,Pass,None
QA0246,ALT02950,2026-09-12,R004,Unusual Volume Increase,ANL01,ANL12,33.0,60,2,Escalate to Case,Pass,None
QA0247,ALT02808,2026-09-26,R003,Rapid Movement of Funds,ANL10,ANL12,18.0,49,6,Close - False Positive,Pass,None
QA0248,ALT02674,2026-06-13,R005,High-Value Wire,ANL01,ANL12,38.0,34,4,Close - Explained Activity,Pass,None
QA0249,ALT01240,2026-09-01,R002,High-Risk Jurisdiction Wire,ANL03,ANL12,35.0,39,4,Escalate to Case,Pass,None
QA0250,ALT01194,2026-04-22,R001,Structuring / Cash Activity,ANL03,ANL12,92.0,48,7,Close - False Positive,Pass,None
QA0251,ALT02080,2026-09-01,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,57.0,37,17,Close - Explained Activity,Pass,None
QA0252,ALT03466,2026-06-10,R004,Unusual Volume Increase,ANL08,ANL12,35.0,51,15,Close - False Positive,Pass,None
QA0253,ALT00611,2026-04-28,R003,Rapid Movement of Funds,ANL08,ANL12,51.0,21,22,Close - False Positive,Pass,None
QA0254,ALT03374,2026-05-21,R005,High-Value Wire,ANL07,ANL12,85.0,21,5,Escalate to Case,Pass,None
QA0255,ALT03190,2026-01-26,R006,P2P Funnel Activity,ANL08,ANL12,74.0,17,8,Escalate to Case,Pass,None
QA0256,ALT03571,2026-07-22,R007,Cash Intensive Business,ANL01,ANL12,55.0,31,7,Close - False Positive,Fail,KYC Context Missing
QA0257,ALT00173,2026-08-01,R003,Rapid Movement of Funds,ANL04,ANL12,59.0,56,8,Close - Explained Activity,Pass,None
QA0258,ALT01944,2026-05-15,R006,P2P Funnel Activity,ANL01,ANL12,82.0,42,6,Close - False Positive,Pass,None
QA0259,ALT00398,2026-05-28,R003,Rapid Movement of Funds,ANL02,ANL12,85.0,46,1,Close - False Positive,Pass,None
QA0260,ALT00987,2026-05-16,R006,P2P Funnel Activity,ANL07,ANL12,96.0,45,5,Close - False Positive,Pass,None
QA0261,ALT00852,2026-04-28,R004,Unusual Volume Increase,ANL03,ANL12,58.0,35,4,Close - Explained Activity,Pass,None
QA0262,ALT00899,2026-06-21,R001,Structuring / Cash Activity,ANL06,ANL12,71.0,51,14,Close - False Positive,Fail,Disposition Not Supported
QA0263,ALT03570,2026-05-21,R007,Cash Intensive Business,ANL06,ANL12,40.0,56,4,Close - False Positive,Pass,None
QA0264,ALT01922,2026-09-28,R001,Structuring / Cash Activity,ANL11,ANL12,34.0,23,7,Close - Explained Activity,Pass,None
QA0265,ALT01167,2026-04-26,R006,P2P Funnel Activity,ANL03,ANL12,56.0,55,12,Close - False Positive,Pass,None
QA0266,ALT01783,2026-01-10,R007,Cash Intensive Business,ANL02,ANL12,43.0,44,7,Escalate to Case,Pass,None
QA0267,ALT02997,2026-09-19,R008,Dormant Account Reactivation,ANL04,ANL12,45.0,32,17,Escalate to Case,Pass,None
QA0268,ALT03072,2026-05-20,R001,Structuring / Cash Activity,ANL12,ANL12,56.0,26,6,Close - False Positive,Pass,None
QA0269,ALT02049,2026-06-02,R007,Cash Intensive Business,ANL02,ANL12,18.0,21,35,Close - False Positive,Pass,None
QA0270,ALT03243,2026-03-06,R003,Rapid Movement of Funds,ANL08,ANL12,70.0,21,1,Escalate to Case,Pass,None
QA0271,ALT02588,2026-08-22,R003,Rapid Movement of Funds,ANL12,ANL12,74.0,55,4,Escalate to Case,Pass,None
QA0272,ALT02417,2026-08-28,R005,High-Value Wire,ANL09,ANL12,52.0,37,12,Close - False Positive,Pass,None
QA0273,ALT01722,2026-03-31,R005,High-Value Wire,ANL06,ANL12,43.0,28,6,Close - False Positive,Pass,None
QA0274,ALT01542,2026-06-17,R004,Unusual Volume Increase,ANL09,ANL12,40.0,45,14,Close - Explained Activity,Pass,None
QA0275,ALT01273,2026-03-22,R004,Unusual Volume Increase,ANL07,ANL12,85.0,34,3,Close - False Positive,Pass,None
QA0276,ALT01217,2026-09-17,R002,High-Risk Jurisdiction Wire,ANL03,ANL12,79.0,45,11,Close - Explained Activity,Pass,None
QA0277,ALT03409,2026-06-02,R002,High-Risk Jurisdiction Wire,ANL09,ANL12,23.0,43,4,Close - False Positive,Pass,None
QA0278,ALT01203,2026-08-28,R008,Dormant Account Reactivation,ANL06,ANL12,75.0,29,17,Escalate to Case,Pass,None
QA0279,ALT01661,2026-02-18,R004,Unusual Volume Increase,ANL02,ANL12,52.0,25,17,Close - False Positive,Pass,None
QA0280,ALT01535,2026-06-03,R003,Rapid Movement of Funds,ANL12,ANL12,72.0,38,1,Escalate to Case,Pass,None
QA0281,ALT01955,2026-02-03,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,73.0,53,22,Escalate to Case,Fail,Disposition Not Supported
QA0282,ALT02051,2026-05-01,R005,High-Value Wire,ANL08,ANL12,34.0,37,12,Close - False Positive,Pass,None
QA0283,ALT00694,2026-04-06,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,50.0,51,14,Escalate to Case,Pass,None
QA0284,ALT00249,2026-05-14,R001,Structuring / Cash Activity,ANL12,ANL12,73.0,45,17,Close - False Positive,Pass,None
QA0285,ALT03096,2026-02-04,R001,Structuring / Cash Activity,ANL08,ANL12,57.0,32,5,Close - Explained Activity,Pass,None
QA0286,ALT02065,2026-07-29,R003,Rapid Movement of Funds,ANL03,ANL12,99.0,53,12,Escalate to Case,Pass,None
QA0287,ALT01958,2026-01-04,R001,Structuring / Cash Activity,ANL10,ANL12,74.0,13,6,Escalate to Case,Pass,None
QA0288,ALT02669,2026-04-21,R001,Structuring / Cash Activity,ANL11,ANL12,68.0,74,7,Close - False Positive,Fail,Insufficient Narrative
QA0289,ALT00978,2026-06-13,R008,Dormant Account Reactivation,ANL05,ANL12,67.0,71,18,Close - Explained Activity,Pass,None
QA0290,ALT00972,2026-09-10,R004,Unusual Volume Increase,ANL06,ANL12,51.0,31,4,Close - Explained Activity,Pass,None
QA0291,ALT00022,2026-04-27,R001,Structuring / Cash Activity,ANL12,ANL12,51.0,11,1,Close - False Positive,Pass,None
QA0292,ALT03404,2026-02-07,R005,High-Value Wire,ANL12,ANL12,52.0,36,2,Escalate to Case,Fail,KYC Context Missing
QA0293,ALT02060,2026-01-25,R001,Structuring / Cash Activity,ANL02,ANL12,80.0,28,6,Close - False Positive,Pass,None
QA0294,ALT00950,2026-03-12,R005,High-Value Wire,ANL10,ANL12,53.0,8,3,Escalate to Case,Pass,None
QA0295,ALT00231,2026-07-31,R001,Structuring / Cash Activity,ANL08,ANL12,42.0,45,6,Escalate to Case,Pass,None
QA0296,ALT00545,2026-05-07,R004,Unusual Volume Increase,ANL05,ANL12,44.0,44,3,Close - False Positive,Pass,None
QA0297,ALT02459,2026-05-30,R006,P2P Funnel Activity,ANL03,ANL12,84.0,30,5,Close - False Positive,Pass,None
QA0298,ALT02514,2026-06-05,R007,Cash Intensive Business,ANL05,ANL12,51.0,51,21,Close - False Positive,Fail,Disposition Not Supported
QA0299,ALT00415,2026-06-07,R005,High-Value Wire,ANL09,ANL12,85.0,31,14,Close - False Positive,Pass,None
QA0300,ALT01315,2026-04-04,R004,Unusual Volume Increase,ANL06,ANL12,40.0,63,6,Close - False Positive,Fail,KYC Context Missing
QA0301,ALT01492,2026-09-08,R008,Dormant Account Reactivation,ANL01,ANL12,19.0,44,3,Close - False Positive,Fail,Incomplete Transaction Review
QA0302,ALT03045,2026-05-08,R007,Cash Intensive Business,ANL08,ANL12,72.0,55,26,Close - False Positive,Fail,KYC Context Missing
QA0303,ALT03394,2026-03-19,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,60.0,41,10,Escalate to Case,Pass,None
QA0304,ALT03246,2026-04-28,R002,High-Risk Jurisdiction Wire,ANL01,ANL12,69.0,37,6,Close - Explained Activity,Pass,None
QA0305,ALT02412,2026-09-12,R004,Unusual Volume Increase,ANL07,ANL12,37.0,38,2,Close - False Positive,Pass,None
QA0306,ALT02737,2026-06-19,R007,Cash Intensive Business,ANL05,ANL12,71.0,24,10,Close - Explained Activity,Pass,None
QA0307,ALT01417,2026-03-20,R004,Unusual Volume Increase,ANL03,ANL12,58.0,23,4,Close - False Positive,Pass,None
QA0308,ALT02408,2026-02-18,R006,P2P Funnel Activity,ANL09,ANL12,43.0,70,13,Close - False Positive,Pass,None
QA0309,ALT02762,2026-05-31,R005,High-Value Wire,ANL02,ANL12,63.0,49,3,Close - Explained Activity,Pass,None
QA0310,ALT02811,2026-09-01,R005,High-Value Wire,ANL01,ANL12,64.0,37,19,Escalate to Case,Pass,None
QA0311,ALT02796,2026-07-07,R003,Rapid Movement of Funds,ANL10,ANL12,55.0,23,1,Escalate to Case,Pass,None
QA0312,ALT03194,2026-09-08,R005,High-Value Wire,ANL02,ANL12,32.0,39,10,Close - False Positive,Pass,None
QA0313,ALT01811,2026-05-22,R001,Structuring / Cash Activity,ANL11,ANL12,45.0,40,5,Close - False Positive,Pass,None
QA0314,ALT00536,2026-08-12,R004,Unusual Volume Increase,ANL06,ANL12,71.0,20,5,Close - False Positive,Pass,None
QA0315,ALT00653,2026-09-30,R003,Rapid Movement of Funds,ANL01,ANL12,50.0,35,2,Close - False Positive,Pass,None
QA0316,ALT03012,2026-05-24,R001,Structuring / Cash Activity,ANL01,ANL12,84.0,36,5,Close - False Positive,Pass,None
QA0317,ALT03547,2026-09-11,R005,High-Value Wire,ANL04,ANL12,62.0,40,9,Close - Explained Activity,Pass,None
QA0318,ALT01008,2026-03-21,R005,High-Value Wire,ANL04,ANL12,51.0,31,0,Close - False Positive,Pass,None
QA0319,ALT00382,2026-02-09,R002,High-Risk Jurisdiction Wire,ANL03,ANL12,51.0,41,7,Escalate to Case,Pass,None
QA0320,ALT00646,2026-05-02,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,53.0,30,3,Escalate to Case,Pass,None
QA0321,ALT01878,2026-06-17,R002,High-Risk Jurisdiction Wire,ANL09,ANL12,79.0,74,1,Close - False Positive,Fail,Incomplete Transaction Review
QA0322,ALT01894,2026-06-18,R008,Dormant Account Reactivation,ANL06,ANL12,69.0,50,7,Escalate to Case,Pass,None
QA0323,ALT02340,2026-07-01,R004,Unusual Volume Increase,ANL07,ANL12,47.0,44,9,Close - False Positive,Fail,KYC Context Missing
QA0324,ALT00660,2026-05-22,R006,P2P Funnel Activity,ANL01,ANL12,50.0,43,3,Close - Explained Activity,Pass,None
QA0325,ALT00673,2026-09-13,R004,Unusual Volume Increase,ANL10,ANL12,100.0,8,4,Escalate to Case,Fail,Incomplete Transaction Review
QA0326,ALT01390,2026-03-12,R006,P2P Funnel Activity,ANL05,ANL12,66.0,53,17,Close - False Positive,Pass,None
QA0327,ALT02040,2026-09-09,R004,Unusual Volume Increase,ANL05,ANL12,45.0,16,3,Escalate to Case,Pass,None
QA0328,ALT00224,2026-06-04,R005,High-Value Wire,ANL07,ANL12,65.0,81,15,Close - False Positive,Pass,None
QA0329,ALT02209,2026-07-31,R007,Cash Intensive Business,ANL11,ANL12,20.0,12,1,Close - False Positive,Pass,None
QA0330,ALT03254,2026-08-19,R008,Dormant Account Reactivation,ANL12,ANL12,22.0,56,20,Escalate to Case,Pass,None
QA0331,ALT00339,2026-09-29,R004,Unusual Volume Increase,ANL10,ANL12,70.0,14,5,Close - False Positive,Pass,None
QA0332,ALT00110,2026-04-02,R003,Rapid Movement of Funds,ANL05,ANL12,83.0,25,8,Escalate to Case,Pass,None
QA0333,ALT01771,2026-07-24,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,44.0,30,4,Close - False Positive,Pass,None
QA0334,ALT00267,2026-02-08,R005,High-Value Wire,ANL05,ANL12,86.0,43,5,Escalate to Case,Fail,Incomplete Transaction Review
QA0335,ALT02064,2026-01-02,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,59.0,36,4,Escalate to Case,Pass,None
QA0336,ALT03555,2026-03-05,R005,High-Value Wire,ANL04,ANL12,46.0,47,6,Escalate to Case,Pass,None
QA0337,ALT01033,2026-04-11,R005,High-Value Wire,ANL03,ANL12,69.0,43,12,Escalate to Case,Pass,None
QA0338,ALT02792,2026-08-15,R003,Rapid Movement of Funds,ANL08,ANL12,54.0,43,12,Close - False Positive,Pass,None
QA0339,ALT02353,2026-07-26,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,100.0,40,3,Escalate to Case,Pass,None
QA0340,ALT02220,2026-07-22,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,94.0,59,11,Close - False Positive,Pass,None
QA0341,ALT03423,2026-05-25,R001,Structuring / Cash Activity,ANL03,ANL12,37.0,35,5,Close - False Positive,Pass,None
QA0342,ALT01472,2026-06-05,R001,Structuring / Cash Activity,ANL01,ANL12,100.0,49,6,Close - False Positive,Pass,None
QA0343,ALT00768,2026-06-11,R008,Dormant Account Reactivation,ANL03,ANL12,45.0,26,23,Close - Explained Activity,Fail,Disposition Not Supported
QA0344,ALT03193,2026-03-20,R008,Dormant Account Reactivation,ANL10,ANL12,21.0,25,6,Escalate to Case,Pass,None
QA0345,ALT00106,2026-09-16,R004,Unusual Volume Increase,ANL05,ANL12,79.0,33,18,Close - False Positive,Pass,None
QA0346,ALT02382,2026-01-28,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,65.0,40,12,Escalate to Case,Pass,None
QA0347,ALT02760,2026-05-12,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,69.0,21,11,Close - False Positive,Pass,None
QA0348,ALT01657,2026-03-19,R005,High-Value Wire,ANL12,ANL12,39.0,23,4,Escalate to Case,Pass,None
QA0349,ALT02105,2026-03-06,R007,Cash Intensive Business,ANL05,ANL12,80.0,42,14,Close - False Positive,Pass,None
QA0350,ALT02300,2026-06-28,R008,Dormant Account Reactivation,ANL02,ANL12,57.0,49,14,Escalate to Case,Pass,None
QA0351,ALT00458,2026-05-08,R005,High-Value Wire,ANL03,ANL12,86.0,16,21,Close - Explained Activity,Pass,None
QA0352,ALT00662,2026-03-06,R006,P2P Funnel Activity,ANL03,ANL12,75.0,50,4,Close - Explained Activity,Pass,None
QA0353,ALT01644,2026-06-07,R001,Structuring / Cash Activity,ANL11,ANL12,38.0,59,3,Close - False Positive,Pass,None
QA0354,ALT00839,2026-01-16,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,53.0,26,3,Close - Explained Activity,Pass,None
QA0355,ALT00506,2026-01-07,R003,Rapid Movement of Funds,ANL02,ANL12,30.0,48,4,Escalate to Case,Pass,None
QA0356,ALT02834,2026-05-26,R004,Unusual Volume Increase,ANL06,ANL12,51.0,42,6,Close - False Positive,Pass,None
QA0357,ALT00481,2026-01-12,R004,Unusual Volume Increase,ANL12,ANL12,59.0,35,6,Close - False Positive,Pass,None
QA0358,ALT01282,2026-08-11,R001,Structuring / Cash Activity,ANL12,ANL12,50.0,33,15,Close - False Positive,Pass,None
QA0359,ALT02415,2026-03-03,R007,Cash Intensive Business,ANL10,ANL12,52.0,28,24,Close - False Positive,Fail,KYC Context Missing
QA0360,ALT02753,2026-05-19,R001,Structuring / Cash Activity,ANL08,ANL12,57.0,56,5,Close - False Positive,Pass,None
QA0361,ALT02322,2026-06-27,R007,Cash Intensive Business,ANL02,ANL12,46.0,64,12,Close - False Positive,Pass,None
QA0362,ALT01706,2026-06-26,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,63.0,66,6,Escalate to Case,Pass,None
QA0363,ALT00187,2026-05-03,R005,High-Value Wire,ANL06,ANL12,42.0,42,12,Close - Explained Activity,Pass,None
QA0364,ALT02699,2026-02-07,R003,Rapid Movement of Funds,ANL04,ANL12,56.0,55,6,Close - Explained Activity,Pass,None
QA0365,ALT00804,2026-06-15,R007,Cash Intensive Business,ANL12,ANL12,43.0,14,16,Close - False Positive,Pass,None
QA0366,ALT01042,2026-09-24,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,76.0,28,16,Escalate to Case,Pass,None
QA0367,ALT01241,2026-01-02,R007,Cash Intensive Business,ANL09,ANL12,61.0,13,13,Escalate to Case,Fail,KYC Context Missing
QA0368,ALT00010,2026-03-19,R004,Unusual Volume Increase,ANL09,ANL12,43.0,30,34,Close - False Positive,Pass,None
QA0369,ALT00720,2026-07-16,R006,P2P Funnel Activity,ANL06,ANL12,60.0,55,22,Escalate to Case,Fail,KYC Context Missing
QA0370,ALT01887,2026-09-06,R007,Cash Intensive Business,ANL02,ANL12,49.0,26,5,Close - False Positive,Pass,None
QA0371,ALT02058,2026-09-06,R006,P2P Funnel Activity,ANL01,ANL12,65.0,51,3,Close - False Positive,Pass,None
QA0372,ALT00237,2026-02-28,R006,P2P Funnel Activity,ANL12,ANL12,48.0,38,12,Close - False Positive,Fail,Disposition Not Supported
QA0373,ALT00565,2026-05-28,R002,High-Risk Jurisdiction Wire,ANL02,ANL12,34.0,42,8,Escalate to Case,Pass,None
QA0374,ALT03479,2026-04-10,R006,P2P Funnel Activity,ANL08,ANL12,55.0,26,22,Close - False Positive,Pass,None
QA0375,ALT02370,2026-01-05,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,50.0,34,19,Escalate to Case,Pass,None
QA0376,ALT03159,2026-09-29,R006,P2P Funnel Activity,ANL08,ANL12,69.0,30,12,Close - False Positive,Pass,None
QA0377,ALT00408,2026-02-07,R001,Structuring / Cash Activity,ANL09,ANL12,63.0,41,1,Close - False Positive,Fail,Disposition Not Supported
QA0378,ALT02011,2026-04-15,R003,Rapid Movement of Funds,ANL10,ANL12,56.0,23,8,Escalate to Case,Fail,Incomplete Transaction Review
QA0379,ALT01303,2026-02-01,R001,Structuring / Cash Activity,ANL04,ANL12,40.0,40,3,Close - Explained Activity,Pass,None
QA0380,ALT02374,2026-08-23,R001,Structuring / Cash Activity,ANL10,ANL12,52.0,32,14,Close - Explained Activity,Pass,None
QA0381,ALT00265,2026-01-15,R004,Unusual Volume Increase,ANL07,ANL12,45.0,36,3,Close - False Positive,Pass,None
QA0382,ALT01746,2026-05-03,R006,P2P Funnel Activity,ANL03,ANL12,55.0,32,27,Close - False Positive,Fail,Insufficient Narrative
QA0383,ALT00543,2026-03-12,R003,Rapid Movement of Funds,ANL11,ANL12,41.0,52,4,Close - False Positive,Pass,None
QA0384,ALT00954,2026-05-02,R004,Unusual Volume Increase,ANL09,ANL12,69.0,41,4,Close - Explained Activity,Pass,None
QA0385,ALT00563,2026-06-08,R007,Cash Intensive Business,ANL10,ANL12,72.0,76,8,Close - False Positive,Pass,None
QA0386,ALT01346,2026-06-06,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,46.0,40,15,Close - Explained Activity,Pass,None
QA0387,ALT02822,2026-04-08,R003,Rapid Movement of Funds,ANL01,ANL12,59.0,23,4,Escalate to Case,Pass,None
QA0388,ALT00587,2026-05-27,R003,Rapid Movement of Funds,ANL07,ANL12,39.0,36,18,Close - Explained Activity,Pass,None
QA0389,ALT01929,2026-03-04,R003,Rapid Movement of Funds,ANL12,ANL12,66.0,29,7,Close - False Positive,Pass,None
QA0390,ALT02103,2026-08-15,R007,Cash Intensive Business,ANL07,ANL12,67.0,67,1,Close - False Positive,Pass,None
QA0391,ALT01802,2026-03-17,R001,Structuring / Cash Activity,ANL01,ANL12,61.0,41,13,Close - False Positive,Pass,None
QA0392,ALT03578,2026-05-24,R007,Cash Intensive Business,ANL05,ANL12,76.0,59,18,Close - Explained Activity,Pass,None
QA0393,ALT02450,2026-06-08,R004,Unusual Volume Increase,ANL01,ANL12,41.0,8,6,Escalate to Case,Fail,Insufficient Narrative
QA0394,ALT00821,2026-04-30,R008,Dormant Account Reactivation,ANL11,ANL12,75.0,35,9,Escalate to Case,Pass,None
QA0395,ALT01166,2026-01-02,R001,Structuring / Cash Activity,ANL03,ANL12,20.0,41,6,Close - False Positive,Pass,None
QA0396,ALT00886,2026-07-19,R001,Structuring / Cash Activity,ANL02,ANL12,59.0,38,11,Close - False Positive,Pass,None
QA0397,ALT02297,2026-01-14,R001,Structuring / Cash Activity,ANL02,ANL12,32.0,50,18,Close - False Positive,Pass,None
QA0398,ALT02386,2026-04-09,R004,Unusual Volume Increase,ANL02,ANL12,56.0,30,8,Close - False Positive,Pass,None
QA0399,ALT02574,2026-06-07,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,69.0,49,3,Escalate to Case,Pass,None
QA0400,ALT00039,2026-06-15,R005,High-Value Wire,ANL08,ANL12,51.0,35,15,Close - False Positive,Pass,None
QA0401,ALT02476,2026-01-29,R004,Unusual Volume Increase,ANL03,ANL12,60.0,41,4,Close - Explained Activity,Pass,None
QA0402,ALT00554,2026-03-07,R003,Rapid Movement of Funds,ANL11,ANL12,75.0,23,17,Close - False Positive,Fail,KYC Context Missing
QA0403,ALT02081,2026-02-07,R005,High-Value Wire,ANL02,ANL12,71.0,30,12,Close - False Positive,Pass,None
QA0404,ALT01436,2026-04-30,R006,P2P Funnel Activity,ANL09,ANL12,52.0,20,3,Escalate to Case,Pass,None
QA0405,ALT03274,2026-03-04,R004,Unusual Volume Increase,ANL09,ANL12,51.0,26,5,Close - False Positive,Fail,Insufficient Narrative
QA0406,ALT00923,2026-03-27,R008,Dormant Account Reactivation,ANL10,ANL12,73.0,22,4,Close - False Positive,Pass,None
QA0407,ALT02484,2026-05-20,R002,High-Risk Jurisdiction Wire,ANL02,ANL12,60.0,24,13,Close - Explained Activity,Pass,None
QA0408,ALT03356,2026-03-30,R003,Rapid Movement of Funds,ANL06,ANL12,64.0,24,3,Close - False Positive,Pass,None
QA0409,ALT00637,2026-01-12,R001,Structuring / Cash Activity,ANL06,ANL12,62.0,54,2,Close - Explained Activity,Pass,None
QA0410,ALT00229,2026-01-08,R001,Structuring / Cash Activity,ANL12,ANL12,49.0,43,8,Close - False Positive,Pass,None
QA0411,ALT03283,2026-05-12,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,39.0,61,18,Close - False Positive,Pass,None
QA0412,ALT01456,2026-04-23,R004,Unusual Volume Increase,ANL12,ANL12,83.0,43,10,Escalate to Case,Fail,Incomplete Transaction Review
QA0413,ALT03204,2026-08-23,R008,Dormant Account Reactivation,ANL05,ANL12,50.0,28,6,Close - Explained Activity,Fail,Insufficient Narrative
QA0414,ALT03278,2026-01-12,R001,Structuring / Cash Activity,ANL01,ANL12,55.0,39,17,Close - False Positive,Pass,None
QA0415,ALT01354,2026-09-25,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,65.0,38,8,Close - False Positive,Pass,None
QA0416,ALT00773,2026-05-13,R004,Unusual Volume Increase,ANL06,ANL12,36.0,34,3,Close - False Positive,Pass,None
QA0417,ALT00200,2026-03-12,R007,Cash Intensive Business,ANL08,ANL12,52.0,43,10,Close - Explained Activity,Pass,None
QA0418,ALT03443,2026-02-20,R004,Unusual Volume Increase,ANL06,ANL12,86.0,65,2,Escalate to Case,Pass,None
