alert_id,alert_date,rule_id,analyst_id,risk_score,alert_amount,alert_age_days,review_minutes,disposition,sar_flag,rule_name,channel_focus,false_positive_flag,escalated_flag,month
ALT00676,2026-07-26,R001,ANL11,75.0,90998.32,7,51,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-07
ALT00677,2026-01-03,R003,ANL06,80.0,62065.6,6,28,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-01
ALT00678,2026-08-24,R008,ANL06,60.0,41372.05,9,34,Escalate to Case,0,Dormant Account Reactivation,All,0,1,2026-08
ALT00679,2026-03-21,R004,ANL07,76.0,4885.1,10,44,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-03
ALT00680,2026-05-01,R004,ANL11,74.0,175365.01,12,36,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-05
ALT00681,2026-03-24,R006,ANL03,55.0,70430.76,18,52,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-03
ALT00682,2026-06-11,R008,ANL09,57.0,45024.74,4,32,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-06
ALT00683,2026-04-02,R002,ANL09,54.0,24114.17,1,36,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-04
ALT00684,2026-02-20,R004,ANL02,80.0,3750.92,5,45,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-02
ALT00685,2026-02-12,R008,ANL09,49.0,19905.93,14,44,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-02
ALT00686,2026-06-22,R005,ANL06,58.0,95402.99,2,31,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-06
ALT00687,2026-08-11,R006,ANL09,62.0,2798.96,18,16,Close - Explained Activity,0,P2P Funnel Activity,P2P,0,0,2026-08
ALT00688,2026-09-05,R004,ANL11,63.0,129456.93,13,60,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT00689,2026-09-09,R005,ANL11,45.0,7784.93,3,37,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-09
ALT00690,2026-03-19,R004,ANL01,45.0,16788.37,5,39,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-03
ALT00691,2026-01-25,R008,ANL02,60.0,14911.09,20,41,Escalate to Case,0,Dormant Account Reactivation,All,0,1,2026-01
ALT00692,2026-01-03,R004,ANL11,46.0,10620.56,2,26,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-01
ALT00693,2026-06-28,R001,ANL05,59.0,28574.64,10,42,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-06
ALT00694,2026-04-06,R002,ANL10,50.0,26164.15,14,51,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-04
ALT00695,2026-07-31,R003,ANL04,37.0,7046.2,6,41,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-07
ALT00696,2026-07-31,R001,ANL12,58.0,16579.84,4,35,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-07
ALT00697,2026-07-10,R003,ANL06,75.0,114244.79,11,34,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-07
ALT00698,2026-01-10,R001,ANL06,87.0,93593.81,11,41,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-01
ALT00699,2026-05-25,R007,ANL11,82.0,20283.2,24,28,Close - Explained Activity,0,Cash Intensive Business,Cash,0,0,2026-05
ALT00700,2026-04-03,R006,ANL09,83.0,45188.92,5,24,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-04
ALT00701,2026-09-05,R002,ANL05,81.0,23993.83,8,43,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-09
ALT00702,2026-03-02,R004,ANL01,46.0,124470.2,19,38,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-03
ALT00703,2026-08-16,R008,ANL08,58.0,84221.65,10,35,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-08
ALT00704,2026-07-12,R004,ANL01,33.0,13453.32,18,34,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-07
ALT00705,2026-04-13,R006,ANL10,52.0,6841.26,5,31,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-04
ALT00706,2026-06-02,R002,ANL03,86.0,9527.05,8,66,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-06
ALT00707,2026-04-09,R001,ANL01,66.0,17402.93,14,35,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-04
ALT00708,2026-08-15,R002,ANL07,70.0,5851.92,8,36,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-08
ALT00709,2026-08-22,R001,ANL11,80.0,4124.23,8,27,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-08
ALT00710,2026-07-24,R006,ANL12,64.0,7730.39,16,49,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-07
ALT00711,2026-05-17,R005,ANL05,74.0,37544.27,6,50,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-05
ALT00712,2026-09-22,R005,ANL08,40.0,163882.68,6,11,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-09
ALT00713,2026-09-12,R005,ANL12,48.0,50626.99,7,27,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-09
ALT00714,2026-07-05,R001,ANL06,91.0,63134.54,9,20,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-07
ALT00715,2026-05-28,R002,ANL01,92.0,38706.87,11,47,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-05
ALT00716,2026-05-25,R005,ANL07,65.0,155883.75,22,28,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-05
ALT00717,2026-06-26,R003,ANL06,50.0,26426.42,4,49,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-06
ALT00718,2026-02-23,R003,ANL02,28.0,16889.99,2,44,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-02
ALT00719,2026-07-31,R003,ANL02,81.0,33726.4,3,41,Close - Explained Activity,0,Rapid Movement of Funds,ACH/P2P/Wire,0,0,2026-07
ALT00720,2026-07-16,R006,ANL06,60.0,17539.4,22,55,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-07
ALT00721,2026-04-29,R005,ANL11,64.0,23630.04,4,50,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-04
ALT00722,2026-02-08,R005,ANL03,89.0,60762.18,20,22,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-02
ALT00723,2026-01-20,R002,ANL10,44.0,16623.67,12,29,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-01
ALT00724,2026-03-16,R001,ANL01,48.0,27149.59,4,44,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-03
ALT00725,2026-01-07,R007,ANL09,42.0,9068.51,2,55,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-01
ALT00726,2026-05-16,R006,ANL03,33.0,55871.72,22,37,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-05
ALT00727,2026-03-21,R004,ANL05,39.0,6834.2,19,38,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-03
ALT00728,2026-08-22,R004,ANL02,81.0,53658.91,5,47,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-08
ALT00729,2026-06-15,R008,ANL09,57.0,74626.86,5,12,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-06
ALT00730,2026-07-12,R006,ANL11,64.0,63589.74,7,42,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-07
ALT00731,2026-04-07,R008,ANL05,68.0,16748.92,5,37,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-04
ALT00732,2026-09-04,R006,ANL07,27.0,17796.14,23,69,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-09
ALT00733,2026-06-22,R001,ANL11,53.0,55469.57,16,39,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-06
ALT00734,2026-02-25,R007,ANL01,51.0,25346.05,1,62,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-02
ALT00735,2026-01-14,R006,ANL08,56.0,3698.39,9,24,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-01
ALT00736,2026-03-22,R007,ANL05,92.0,213545.22,15,31,Escalate to Case,0,Cash Intensive Business,Cash,0,1,2026-03
ALT00737,2026-04-04,R005,ANL01,72.0,324163.71,14,55,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-04
ALT00738,2026-04-23,R005,ANL10,47.0,10795.78,9,25,Close - Explained Activity,0,High-Value Wire,Wire,0,0,2026-04
ALT00739,2026-06-01,R003,ANL03,43.0,29144.53,4,43,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-06
ALT00740,2026-09-14,R008,ANL08,47.0,24800.54,16,36,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-09
ALT00741,2026-07-29,R008,ANL02,48.0,27636.06,12,56,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-07
ALT00742,2026-05-14,R007,ANL12,71.0,16591.22,5,70,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-05
ALT00743,2026-02-15,R001,ANL08,40.0,485441.94,11,48,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-02
ALT00744,2026-07-13,R004,ANL01,32.0,36220.61,9,41,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-07
ALT00745,2026-01-02,R001,ANL07,60.0,56257.02,9,40,Escalate to Case,1,Structuring / Cash Activity,Cash,0,1,2026-01
ALT00746,2026-03-03,R004,ANL11,69.0,513261.31,9,47,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-03
ALT00747,2026-09-22,R004,ANL05,45.0,29771.24,14,25,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-09
ALT00748,2026-01-28,R001,ANL10,79.0,7941.28,14,19,Escalate to Case,1,Structuring / Cash Activity,Cash,0,1,2026-01
ALT00749,2026-01-19,R007,ANL07,56.0,34652.58,18,31,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-01
ALT00750,2026-03-24,R005,ANL04,77.0,12851.04,9,32,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-03
ALT00751,2026-05-18,R003,ANL07,100.0,10450.01,7,33,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-05
ALT00752,2026-01-27,R001,ANL11,64.0,15156.51,6,37,Escalate to Case,1,Structuring / Cash Activity,Cash,0,1,2026-01
ALT00753,2026-04-04,R002,ANL04,39.0,8180.4,18,44,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-04
ALT00754,2026-06-14,R004,ANL12,54.0,21506.85,5,16,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT00755,2026-01-06,R004,ANL05,38.0,54666.53,3,20,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-01
ALT00756,2026-02-24,R004,ANL12,41.0,11166.46,10,26,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-02
ALT00757,2026-05-02,R004,ANL06,58.0,16414.69,5,45,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-05
ALT00758,2026-05-02,R006,ANL10,42.0,9946.46,13,39,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-05
ALT00759,2026-09-12,R004,ANL01,48.0,7726.94,13,28,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-09
ALT00760,2026-08-24,R003,ANL04,57.0,18448.05,19,45,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-08
ALT00761,2026-01-06,R004,ANL08,53.0,84431.2,21,46,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-01
ALT00762,2026-07-05,R003,ANL02,69.0,6565.67,7,9,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-07
ALT00763,2026-01-20,R001,ANL07,78.0,15145.94,15,43,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-01
ALT00764,2026-01-07,R007,ANL03,63.0,7398.69,2,16,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-01
ALT00765,2026-05-24,R004,ANL07,75.0,4093.59,7,30,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-05
ALT00766,2026-08-14,R006,ANL12,46.0,53183.35,10,46,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-08
ALT00767,2026-05-05,R002,ANL10,68.0,58586.5,11,58,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-05
ALT00768,2026-06-11,R008,ANL03,45.0,18246.42,23,26,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-06
ALT00769,2026-07-09,R001,ANL09,47.0,7423.42,11,30,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-07
ALT00770,2026-05-13,R002,ANL09,28.0,114116.43,2,63,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-05
ALT00771,2026-05-01,R001,ANL11,52.0,61366.09,12,51,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-05
ALT00772,2026-04-07,R003,ANL11,90.0,279440.38,7,28,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-04
ALT00773,2026-05-13,R004,ANL06,36.0,11439.32,3,34,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-05
ALT00774,2026-07-01,R002,ANL08,72.0,15571.51,1,17,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-07
ALT00775,2026-01-24,R001,ANL11,32.0,5515.71,13,27,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-01
ALT00776,2026-08-11,R001,ANL06,44.0,5271.58,6,37,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-08
ALT00777,2026-06-07,R002,ANL01,78.0,5297.7,2,18,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-06
ALT00778,2026-07-12,R001,ANL03,73.0,4660.24,4,75,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-07
ALT00779,2026-07-30,R006,ANL05,54.0,19712.37,30,39,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-07
ALT00780,2026-09-07,R007,ANL10,41.0,41056.51,9,35,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-09
ALT00781,2026-01-23,R004,ANL11,55.0,54043.25,11,40,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-01
ALT00782,2026-04-01,R003,ANL06,19.0,5343.02,10,23,Close - Explained Activity,0,Rapid Movement of Funds,ACH/P2P/Wire,0,0,2026-04
ALT00783,2026-01-25,R001,ANL12,38.0,32291.93,7,49,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-01
ALT00784,2026-05-12,R007,ANL06,47.0,50426.21,11,26,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-05
ALT00785,2026-09-29,R002,ANL07,41.0,11564.8,10,62,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-09
ALT00786,2026-01-18,R001,ANL12,52.0,21491.44,17,16,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-01
ALT00787,2026-05-12,R003,ANL09,75.0,12114.03,10,40,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-05
ALT00788,2026-09-28,R006,ANL04,53.0,67563.55,7,31,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-09
ALT00789,2026-03-22,R002,ANL03,63.0,29992.17,6,21,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-03
ALT00790,2026-01-06,R005,ANL02,75.0,69970.74,12,39,Escalate to Case,1,High-Value Wire,Wire,0,1,2026-01
ALT00791,2026-09-27,R003,ANL08,8.0,74050.8,3,49,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-09
ALT00792,2026-05-03,R005,ANL08,40.0,11501.86,16,44,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-05
ALT00793,2026-07-05,R002,ANL09,62.0,3959.66,18,34,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-07
ALT00794,2026-01-04,R008,ANL07,71.0,8557.34,3,50,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-01
ALT00795,2026-01-29,R004,ANL04,60.0,23662.71,14,28,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-01
ALT00796,2026-03-20,R002,ANL03,62.0,11745.97,10,34,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-03
ALT00797,2026-06-30,R003,ANL11,79.0,143140.81,18,9,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-06
ALT00798,2026-09-04,R002,ANL03,68.0,39250.27,2,44,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-09
ALT00799,2026-01-06,R002,ANL04,74.0,23811.93,12,38,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-01
ALT00800,2026-04-24,R004,ANL12,63.0,35630.35,1,39,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-04
ALT00801,2026-01-01,R004,ANL11,58.0,22990.43,7,43,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-01
ALT00802,2026-05-24,R006,ANL06,59.0,60777.43,2,47,Close - Explained Activity,0,P2P Funnel Activity,P2P,0,0,2026-05
ALT00803,2026-06-06,R001,ANL07,67.0,131634.67,13,18,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-06
ALT00804,2026-06-15,R007,ANL12,43.0,20147.36,16,14,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-06
ALT00805,2026-05-26,R003,ANL05,36.0,6853.95,12,33,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-05
ALT00806,2026-05-28,R001,ANL03,67.0,9876.82,14,46,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-05
ALT00807,2026-02-08,R006,ANL10,79.0,5225.69,9,16,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-02
ALT00808,2026-04-02,R003,ANL09,61.0,124594.1,5,21,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-04
ALT00809,2026-03-22,R006,ANL05,50.0,3399.5,20,51,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-03
ALT00810,2026-02-20,R001,ANL08,58.0,56137.2,10,46,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-02
ALT00811,2026-07-23,R005,ANL05,96.0,24598.6,3,32,Escalate to Case,1,High-Value Wire,Wire,0,1,2026-07
ALT00812,2026-05-02,R003,ANL06,26.0,17385.2,3,28,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-05
ALT00813,2026-06-30,R001,ANL01,82.0,43380.53,11,44,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-06
ALT00814,2026-05-10,R002,ANL06,88.0,11042.5,10,43,Escalate to Case,1,High-Risk Jurisdiction Wire,Wire,0,1,2026-05
ALT00815,2026-01-20,R001,ANL02,43.0,3273.32,11,31,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-01
ALT00816,2026-05-17,R004,ANL11,31.0,54538.05,12,12,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-05
ALT00817,2026-07-23,R001,ANL06,27.0,16707.11,8,40,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-07
ALT00818,2026-02-19,R006,ANL01,50.0,306060.13,3,8,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-02
ALT00819,2026-04-19,R002,ANL10,64.0,5147.48,9,37,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-04
ALT00820,2026-08-02,R001,ANL08,66.0,14825.57,9,39,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT00821,2026-04-30,R008,ANL11,75.0,7273.81,9,35,Escalate to Case,1,Dormant Account Reactivation,All,0,1,2026-04
ALT00822,2026-06-05,R004,ANL04,53.0,21934.3,6,54,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT00823,2026-02-13,R002,ANL10,39.0,4712.9,4,43,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-02
ALT00824,2026-05-03,R005,ANL09,51.0,28263.81,3,33,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-05
ALT00825,2026-05-26,R007,ANL11,31.0,4974.15,13,23,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-05
ALT00826,2026-01-12,R004,ANL04,63.0,82863.14,6,25,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-01
ALT00827,2026-03-09,R006,ANL06,57.0,43167.52,9,34,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-03
ALT00828,2026-09-29,R005,ANL10,64.0,7444.35,2,30,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-09
ALT00829,2026-09-27,R006,ANL04,69.0,73285.24,2,34,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-09
ALT00830,2026-04-16,R001,ANL07,51.0,18259.34,4,47,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-04
ALT00831,2026-01-20,R002,ANL12,56.0,9815.33,1,41,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-01
ALT00832,2026-03-12,R002,ANL11,100.0,13031.94,6,31,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-03
ALT00833,2026-08-25,R008,ANL04,36.0,12324.81,9,26,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-08
ALT00834,2026-04-11,R001,ANL02,48.0,7024.59,8,52,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-04
ALT00835,2026-05-16,R006,ANL10,83.0,3243.55,10,14,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-05
ALT00836,2026-07-28,R005,ANL09,68.0,20214.54,15,55,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-07
ALT00837,2026-08-16,R002,ANL06,81.0,16710.89,17,41,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-08
ALT00838,2026-01-25,R003,ANL05,100.0,14931.95,6,67,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-01
ALT00839,2026-01-16,R002,ANL08,53.0,7600.5,3,26,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-01
ALT00840,2026-06-09,R006,ANL03,54.0,67200.29,6,45,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-06
ALT00841,2026-02-10,R005,ANL02,63.0,24953.56,6,53,Close - Explained Activity,0,High-Value Wire,Wire,0,0,2026-02
ALT00842,2026-04-13,R001,ANL08,92.0,85151.22,14,59,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-04
ALT00843,2026-01-13,R002,ANL02,97.0,36327.99,3,31,Escalate to Case,1,High-Risk Jurisdiction Wire,Wire,0,1,2026-01
ALT00844,2026-09-12,R005,ANL02,29.0,27152.47,1,41,Escalate to Case,1,High-Value Wire,Wire,0,1,2026-09
ALT00845,2026-02-07,R001,ANL12,72.0,40802.35,30,38,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-02
ALT00846,2026-04-13,R008,ANL06,62.0,4377.11,2,49,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-04
ALT00847,2026-02-19,R001,ANL03,71.0,12640.36,10,39,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-02
ALT00848,2026-08-22,R008,ANL04,93.0,124827.0,35,18,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-08
ALT00849,2026-02-03,R004,ANL03,58.0,9700.58,2,43,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-02
ALT00850,2026-03-24,R003,ANL02,61.0,30418.01,10,85,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-03
ALT00851,2026-07-15,R001,ANL06,59.0,161344.25,14,40,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-07
ALT00852,2026-04-28,R004,ANL03,58.0,53597.27,4,35,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-04
ALT00853,2026-05-29,R001,ANL02,65.0,28957.17,18,51,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-05
ALT00854,2026-08-26,R006,ANL10,19.0,24718.91,7,57,Close - Explained Activity,0,P2P Funnel Activity,P2P,0,0,2026-08
ALT00855,2026-04-08,R002,ANL05,65.0,52029.13,3,18,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-04
ALT00856,2026-03-18,R007,ANL07,79.0,15105.55,9,42,Escalate to Case,1,Cash Intensive Business,Cash,0,1,2026-03
ALT00857,2026-07-14,R005,ANL04,31.0,26690.03,7,53,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-07
ALT00858,2026-08-26,R005,ANL10,45.0,46066.19,17,47,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-08
ALT00859,2026-08-05,R001,ANL08,27.0,41443.83,15,31,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-08
ALT00860,2026-06-12,R005,ANL04,62.0,44942.65,12,35,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-06
ALT00861,2026-04-28,R001,ANL04,79.0,28293.7,7,32,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-04
ALT00862,2026-03-13,R002,ANL01,75.0,15486.0,9,30,Escalate to Case,1,High-Risk Jurisdiction Wire,Wire,0,1,2026-03
ALT00863,2026-08-27,R001,ANL01,59.0,13624.55,12,52,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT00864,2026-01-27,R004,ANL05,47.0,45584.62,10,54,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-01
ALT00865,2026-08-19,R001,ANL11,52.0,17639.18,14,28,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT00866,2026-03-28,R007,ANL11,46.0,23491.93,1,37,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-03
ALT00867,2026-01-05,R004,ANL08,74.0,65407.08,2,43,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-01
ALT00868,2026-09-16,R002,ANL03,15.0,53675.25,28,45,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-09
ALT00869,2026-04-22,R006,ANL04,73.0,14029.67,6,28,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-04
ALT00870,2026-08-10,R002,ANL09,50.0,30467.31,7,22,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-08
ALT00871,2026-01-26,R001,ANL02,42.0,52882.91,7,35,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-01
ALT00872,2026-06-17,R002,ANL08,73.0,7724.77,5,40,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-06
ALT00873,2026-05-08,R004,ANL11,97.0,4517.52,3,47,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-05
ALT00874,2026-02-24,R005,ANL04,42.0,20033.44,6,40,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-02
ALT00875,2026-06-25,R004,ANL11,78.0,18063.89,1,41,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-06
